TransactionAmount,AccountBalance,LoginAttempts,Location,Channel,Cluster
11.019999999999982,964.79,1.0,Tucson,Branch,Fraud
83.43,1870.1599999999999,1.0,New York,Online,Suspicious
344.97,5577.94,1.0,Austin,Online,Normal
172.29000000000002,8700.8,1.0,El Paso,ATM,Normal
195.54,2794.66,1.0,Omaha,Online,Fraud
101.23000000000005,6169.71,1.0,Colorado Springs,Online,Normal
180.46,831.75,1.0,Fresno,ATM,Normal
692.55,2451.56,1.0,Charlotte,Branch,Normal
147.31,13625.52,1.0,Mesa,Online,Suspicious
107.48000000000002,1379.3900000000003,1.0,Los Angeles,Branch,Suspicious
1831.02,11498.01,1.0,Columbus,Online,Normal
81.50999999999999,865.4899999999998,1.0,Washington,Branch,Fraud
365.48,7147.4,1.0,Seattle,Online,Fraud
491.1,7833.85,1.0,Houston,Online,Suspicious
452.8,4840.67,1.0,Los Angeles,Branch,Suspicious
645.04,7361.47,1.0,Memphis,Branch,Suspicious
169.28,5128.44,1.0,Philadelphia,Branch,Fraud
88.42000000000002,12381.45,1.0,El Paso,ATM,Normal
155.53,4008.05,1.0,Baltimore,ATM,Normal
991.8200000000002,3493.13,1.0,Milwaukee,Online,Suspicious
39.24000000000001,6462.41,1.0,Dallas,ATM,Normal
152.01,4625.12,3.0,Fort Worth,ATM,Normal
78.76999999999998,6470.57,1.0,Las Vegas,ATM,Suspicious
26.5,4854.83,1.0,Indianapolis,Online,Suspicious
83.62,12652.22,1.0,Raleigh,ATM,Fraud
142.78,11705.88,1.0,San Diego,Branch,Fraud
55.99000000000001,932.6099999999997,1.0,El Paso,ATM,Normal
774.48,11613.58,1.0,Louisville,Branch,Suspicious
105.37,1068.5500000000002,1.0,Sacramento,ATM,Fraud
118.82999999999998,1616.3000000000002,1.0,Virginia Beach,Online,Fraud
46.22,471.27999999999975,1.0,San Jose,Branch,Fraud
659.71,106.85999999999967,1.0,San Jose,Branch,Fraud
377.97,2457.1,1.0,Miami,Online,Suspicious
114.1,5882.12,1.0,Boston,Branch,Normal
11.300000000000011,1938.9899999999998,1.0,Louisville,Online,Suspicious
95.50000000000003,4079.09,1.0,Omaha,Online,Fraud
130.93,860.1199999999999,1.0,Houston,Branch,Suspicious
272.97,7811.31,1.0,Boston,Online,Normal
73.35,1181.8400000000006,1.0,San Francisco,Branch,Fraud
29.939999999999998,10915.54,1.0,San Francisco,ATM,Fraud
307.24,1670.7200000000003,2.0,San Jose,ATM,Fraud
50.52000000000001,1121.1899999999996,1.0,Boston,Online,Normal
820.46,5621.86,1.0,Fort Worth,Online,Normal
153.07,8873.43,1.0,Detroit,ATM,Normal
52.94,6990.92,1.0,Tucson,Branch,Fraud
384.41,7831.56,1.0,Jacksonville,ATM,Suspicious
235.42,6173.23,1.0,Phoenix,Branch,Fraud
114.23000000000002,9523.72,1.0,Dallas,ATM,Normal
12.620000000000005,6420.47,1.0,El Paso,Branch,Normal
997.3699999999999,1146.0900000000001,1.0,Fort Worth,ATM,Normal
373.52,6430.41,1.0,Colorado Springs,ATM,Normal
336.05,1635.0500000000002,1.0,San Antonio,Branch,Fraud
366.93,6697.79,1.0,Houston,Online,Suspicious
112.26999999999998,7369.89,1.0,Seattle,Branch,Fraud
494.9599999999999,6903.68,1.0,Sacramento,ATM,Fraud
561.58,11748.86,1.0,Sacramento,Online,Fraud
440.94,7303.23,1.0,San Antonio,Online,Fraud
71.9,10619.35,1.0,Los Angeles,Branch,Suspicious
256.66,1794.5,1.0,Raleigh,Online,Fraud
166.55,12970.21,1.0,Houston,Branch,Suspicious
276.26,120.89000000000033,1.0,Louisville,Branch,Suspicious
35.45999999999998,5692.31,1.0,Indianapolis,ATM,Suspicious
38.139999999999986,9879.87,1.0,Portland,Branch,Fraud
506.26,6266.65,1.0,Baltimore,ATM,Normal
736.32,14268.95,1.0,Indianapolis,Online,Suspicious
389.43,6449.83,1.0,Austin,ATM,Normal
25.579999999999984,6741.41,1.0,Omaha,ATM,Fraud
446.1,1008.4400000000005,1.0,Seattle,ATM,Fraud
147.74,1711.7799999999997,1.0,Raleigh,Branch,Fraud
1228.81,1821.0,1.0,San Francisco,ATM,Fraud
46.22999999999999,5107.75,1.0,Fresno,Online,Normal
265.37,5229.95,1.0,Washington,Branch,Fraud
342.57,339.15999999999985,1.0,Boston,Online,Normal
417.26,10442.48,1.0,New York,Online,Suspicious
33.629999999999995,4324.4,1.0,Columbus,Online,Normal
64.57999999999998,6292.29,1.0,El Paso,Branch,Normal
23.230000000000018,269.0100000000002,1.0,Miami,Branch,Suspicious
160.52,5379.25,1.0,Jacksonville,ATM,Suspicious
278.88,1334.0900000000001,2.0,Kansas City,Branch,Suspicious
285.49,6366.84,1.0,Charlotte,Branch,Normal
71.87,1839.1,1.0,Nashville,ATM,Suspicious
308.8,3966.54,1.0,Baltimore,ATM,Normal
135.35,9983.36,1.0,Houston,Branch,Suspicious
288.43,4577.09,1.0,Phoenix,Branch,Fraud
147.46000000000004,7458.03,1.0,Albuquerque,Online,Normal
214.15,6397.29,1.0,Detroit,Branch,Normal
71.34,6345.03,3.0,Miami,Online,Suspicious
170.36,6034.73,1.0,Indianapolis,ATM,Suspicious
965.6599999999999,765.8099999999995,1.0,Raleigh,ATM,Fraud
736.53,9826.26,1.0,Philadelphia,ATM,Fraud
213.42,3736.38,1.0,Columbus,ATM,Normal
94.09,646.8500000000004,1.0,Miami,Branch,Suspicious
91.23000000000002,6385.12,1.0,Boston,ATM,Normal
263.92,4161.71,1.0,San Diego,Branch,Fraud
77.5,11079.77,1.0,Fort Worth,Online,Normal
3.6499999999999773,10017.11,1.0,Miami,Online,Suspicious
43.879999999999995,1644.0900000000001,1.0,Seattle,Online,Fraud
591.98,387.64999999999964,1.0,El Paso,ATM,Normal
224.79,528.3800000000001,1.0,Boston,Online,Normal
64.30000000000001,7530.3,1.0,Louisville,ATM,Suspicious
111.79000000000005,10887.59,1.0,Jacksonville,Online,Suspicious
927.1600000000001,7104.61,1.0,San Francisco,ATM,Fraud
613.7,7307.11,1.0,Fort Worth,Branch,Normal
26.069999999999993,349.97999999999956,3.0,Baltimore,Branch,Normal
170.45,2284.41,1.0,San Francisco,Branch,Fraud
344.27,1918.3599999999997,1.0,San Antonio,Branch,Fraud
872.72,503.0100000000002,1.0,Washington,Online,Fraud
292.95,1216.9099999999999,1.0,Memphis,Branch,Suspicious
28.439999999999998,1071.04,1.0,Fresno,ATM,Normal
209.02,187.89999999999964,1.0,El Paso,ATM,Normal
20.05000000000001,7145.67,1.0,Chicago,ATM,Normal
175.02,1493.88,1.0,Phoenix,Online,Fraud
89.5,8658.95,1.0,Louisville,Branch,Suspicious
69.95999999999998,164.1199999999999,1.0,Baltimore,Branch,Normal
146.51,7089.9,1.0,Albuquerque,ATM,Normal
376.78,841.6499999999996,1.0,Nashville,Online,Suspicious
148.53999999999996,5677.05,1.0,Columbus,Branch,Normal
388.77,1658.4899999999998,1.0,Jacksonville,Online,Suspicious
100.38000000000002,10171.68,1.0,Seattle,Branch,Fraud
137.23,13847.99,1.0,Fresno,Branch,Normal
870.3,3688.98,1.0,San Jose,ATM,Fraud
458.94,5619.95,1.0,Detroit,Branch,Normal
327.35,342.0799999999999,1.0,Memphis,Branch,Suspicious
757.15,4702.86,1.0,Raleigh,Online,Fraud
5.639999999999986,12703.24,1.0,Boston,Online,Normal
47.22999999999999,6659.81,1.0,Memphis,Online,Suspicious
239.41,7860.65,1.0,Baltimore,Online,Normal
7.480000000000018,1275.1999999999998,1.0,San Antonio,ATM,Fraud
170.97,1265.27,1.0,Nashville,Branch,Suspicious
262.43,12841.01,5.0,San Diego,Online,Fraud
659.15,1241.5900000000001,1.0,Boston,ATM,Normal
31.53000000000003,874.9300000000003,1.0,Kansas City,Online,Suspicious
111.66,5716.72,1.0,Washington,Online,Fraud
250.01,1541.48,1.0,Kansas City,ATM,Suspicious
554.15,14817.22,1.0,Raleigh,ATM,Fraud
598.66,2587.11,1.0,Charlotte,Branch,Normal
28.379999999999995,173.69999999999982,1.0,Sacramento,Branch,Fraud
16.80000000000001,11847.07,1.0,San Diego,ATM,Fraud
896.79,11146.74,1.0,Dallas,Online,Normal
159.0,369.78999999999996,1.0,Las Vegas,ATM,Suspicious
56.31,6396.08,1.0,Houston,Online,Suspicious
203.99,4840.31,1.0,Philadelphia,Online,Fraud
50.99000000000001,1334.6,1.0,Detroit,Branch,Normal
101.28000000000003,2774.35,1.0,Chicago,Online,Normal
299.92,1368.0,1.0,Denver,ATM,Normal
77.54000000000002,4536.38,1.0,Phoenix,Online,Fraud
18.350000000000023,1293.3900000000003,1.0,Nashville,Branch,Suspicious
732.53,441.53999999999996,1.0,San Jose,ATM,Fraud
65.11000000000001,8485.14,1.0,Nashville,ATM,Suspicious
67.07,999.6199999999999,1.0,Los Angeles,ATM,Suspicious
137.48,14273.42,1.0,Seattle,Branch,Fraud
398.36,1863.6999999999998,1.0,Columbus,ATM,Normal
469.46,8640.56,1.0,New York,ATM,Suspicious
37.579999999999984,259.4399999999996,1.0,Indianapolis,ATM,Suspicious
160.24,5526.97,1.0,Washington,ATM,Fraud
315.39,929.6000000000004,1.0,New York,Branch,Suspicious
434.17,5335.44,5.0,Atlanta,ATM,Normal
165.91,587.1199999999999,1.0,Jacksonville,ATM,Suspicious
211.36,4760.34,1.0,San Francisco,Branch,Fraud
241.45,1594.04,1.0,Portland,Online,Fraud
23.24000000000001,13777.79,1.0,Indianapolis,Branch,Suspicious
70.88,1794.65,1.0,Omaha,Branch,Fraud
1143.67,7677.76,1.0,Atlanta,Online,Normal
314.52,7071.32,1.0,Memphis,ATM,Suspicious
181.81,7525.73,1.0,Austin,Online,Normal
854.6400000000001,2989.25,1.0,Fort Worth,Branch,Normal
261.19,7620.6,1.0,Oklahoma City,ATM,Suspicious
220.68,5549.2,1.0,Raleigh,Online,Fraud
11.860000000000014,6782.61,1.0,Sacramento,Branch,Fraud
122.65,1968.5100000000002,1.0,Columbus,Online,Normal
395.16,5340.73,1.0,Milwaukee,Online,Suspicious
704.69,3267.84,1.0,Las Vegas,Online,Suspicious
369.89,6941.47,1.0,San Antonio,ATM,Fraud
10.920000000000016,7567.2,1.0,Jacksonville,ATM,Suspicious
199.14,7001.25,1.0,Seattle,Branch,Fraud
109.43,1983.65,1.0,Denver,ATM,Normal
304.15,686.9099999999999,1.0,Atlanta,Branch,Normal
620.54,213.35999999999967,1.0,Omaha,Branch,Fraud
757.79,1443.02,1.0,Charlotte,Online,Normal
122.81,8450.84,1.0,San Jose,Branch,Fraud
96.25,7996.7,1.0,Houston,Online,Suspicious
1431.33,5567.98,1.0,Charlotte,ATM,Normal
142.55,1262.6800000000003,1.0,Kansas City,Online,Suspicious
35.94,1697.2799999999997,1.0,Fresno,Branch,Normal
24.860000000000014,2591.65,1.0,Jacksonville,Branch,Suspicious
103.07999999999998,12002.16,1.0,San Francisco,Online,Fraud
116.26999999999998,8726.92,1.0,Portland,Online,Fraud
363.84,5415.64,3.0,Columbus,Online,Normal
34.74000000000001,3736.57,1.0,Portland,Online,Fraud
64.00999999999999,1225.69,1.0,Philadelphia,Branch,Fraud
108.75,14829.85,4.0,Houston,ATM,Suspicious
50.900000000000006,1277.6999999999998,1.0,Jacksonville,Online,Suspicious
206.84,454.65999999999985,1.0,Philadelphia,Branch,Fraud
37.39999999999998,1519.5100000000002,1.0,Raleigh,ATM,Fraud
154.21,8045.77,1.0,Miami,Online,Suspicious
199.37,1331.3000000000002,1.0,Chicago,Online,Normal
410.49,1843.5699999999997,1.0,Atlanta,Branch,Normal
1360.01,6601.5,1.0,Phoenix,Branch,Fraud
18.230000000000018,8422.2,1.0,Nashville,ATM,Suspicious
398.7,7987.74,1.0,Albuquerque,ATM,Normal
122.13999999999999,327.6800000000003,1.0,Omaha,Online,Fraud
378.2,7372.81,1.0,Mesa,Branch,Suspicious
124.74000000000001,2987.97,1.0,Los Angeles,ATM,Suspicious
17.100000000000023,1619.54,1.0,Albuquerque,ATM,Normal
287.05,1204.65,1.0,Milwaukee,ATM,Suspicious
874.72,4630.58,1.0,San Francisco,Online,Fraud
1762.2800000000002,1380.3400000000001,1.0,Memphis,ATM,Suspicious
40.120000000000005,14304.38,1.0,Dallas,ATM,Normal
125.0,3215.76,1.0,Indianapolis,Online,Suspicious
348.44,1022.94,1.0,Baltimore,Online,Normal
128.4,2610.64,1.0,Tucson,ATM,Fraud
320.93,9451.66,1.0,Atlanta,Online,Normal
1.410000000000025,1244.17,1.0,Sacramento,ATM,Fraud
50.52000000000001,12815.24,1.0,Los Angeles,Branch,Suspicious
383.95,9933.56,1.0,San Diego,Online,Fraud
12.939999999999998,921.2299999999996,1.0,Fresno,Branch,Normal
329.75,6009.43,1.0,Sacramento,Online,Fraud
981.76,602.3599999999997,1.0,Milwaukee,Online,Suspicious
40.79000000000002,1769.33,1.0,Milwaukee,ATM,Suspicious
99.25,2570.34,1.0,Phoenix,Online,Fraud
150.6,3240.14,1.0,Miami,ATM,Suspicious
29.5,1229.3199999999997,1.0,San Antonio,Online,Fraud
54.34,8019.89,1.0,Albuquerque,ATM,Normal
18.25,14328.29,1.0,Kansas City,ATM,Suspicious
633.87,330.15999999999985,1.0,Kansas City,Online,Suspicious
81.14999999999998,1595.2600000000002,1.0,Miami,ATM,Suspicious
83.94999999999999,7413.18,1.0,New York,Online,Suspicious
410.4,2563.91,1.0,Virginia Beach,ATM,Fraud
172.68,10724.95,1.0,Baltimore,ATM,Normal
139.87999999999997,2969.71,1.0,Colorado Springs,ATM,Normal
165.55,761.7799999999997,1.0,Dallas,Branch,Normal
53.78999999999999,6229.36,3.0,Philadelphia,ATM,Fraud
285.69,2552.54,1.0,Miami,ATM,Suspicious
532.4,1033.73,1.0,Jacksonville,ATM,Suspicious
293.85,1919.9700000000003,1.0,Charlotte,Online,Normal
27.939999999999998,1893.44,1.0,Atlanta,Branch,Normal
270.36,1783.04,1.0,Oklahoma City,ATM,Suspicious
112.66,852.9799999999996,3.0,Philadelphia,Online,Fraud
506.03,1123.8899999999999,1.0,Detroit,Branch,Normal
206.95,1817.65,1.0,Seattle,Branch,Fraud
350.96,5463.94,1.0,Tucson,ATM,Fraud
261.63,477.02999999999975,1.0,Chicago,Branch,Normal
46.120000000000005,8874.01,1.0,Fresno,Branch,Normal
27.25,5365.2,1.0,Kansas City,Branch,Suspicious
1353.93,7858.41,1.0,El Paso,Branch,Normal
331.66,7216.3,1.0,Las Vegas,ATM,Suspicious
667.95,13558.56,1.0,Oklahoma City,ATM,Suspicious
49.84,7872.04,1.0,Chicago,ATM,Normal
556.04,5200.04,1.0,Denver,ATM,Normal
88.06,1779.85,1.0,Raleigh,Online,Fraud
745.95,13264.14,1.0,Memphis,ATM,Suspicious
67.25,467.39999999999964,1.0,Miami,Online,Suspicious
93.63000000000002,9873.62,1.0,New York,ATM,Suspicious
74.11000000000001,1257.9,1.0,San Jose,Branch,Fraud
41.129999999999995,6067.54,1.0,Philadelphia,Branch,Fraud
192.02,5169.07,1.0,Indianapolis,Online,Suspicious
291.27,6878.86,1.0,Detroit,Branch,Normal
296.46,558.9899999999998,1.0,Dallas,Branch,Normal
341.84,1400.04,1.0,El Paso,Branch,Normal
98.41000000000003,912.71,1.0,Sacramento,Online,Fraud
109.28,6338.35,4.0,San Diego,Online,Fraud
27.50999999999999,13645.63,1.0,Columbus,Online,Normal
12.180000000000007,4909.24,1.0,New York,Branch,Suspicious
207.71,570.1000000000004,1.0,Kansas City,Online,Suspicious
25.769999999999982,11749.77,1.0,San Diego,Online,Fraud
127.57,6118.2,1.0,Nashville,ATM,Suspicious
392.05,4383.69,1.0,Denver,ATM,Normal
521.01,4004.55,1.0,Seattle,Branch,Fraud
849.76,373.8800000000001,1.0,Seattle,ATM,Fraud
172.5,6851.16,1.0,Columbus,Online,Normal
265.44,9700.77,1.0,San Antonio,ATM,Fraud
152.34,6853.51,1.0,Omaha,Branch,Fraud
21.129999999999995,948.6999999999998,1.0,Dallas,Branch,Normal
111.55000000000001,12221.17,1.0,Denver,ATM,Normal
321.82,6500.5,1.0,Raleigh,Branch,Fraud
1294.81,9927.75,1.0,Washington,Branch,Fraud
148.77,2138.42,1.0,San Jose,Branch,Fraud
14.079999999999984,3908.65,1.0,Dallas,Branch,Normal
1283.97,11041.9,1.0,Colorado Springs,ATM,Normal
566.33,379.8199999999997,1.0,Charlotte,ATM,Normal
206.51,3921.74,1.0,Indianapolis,ATM,Suspicious
180.94,7659.99,1.0,Raleigh,Branch,Fraud
77.9,664.7200000000003,1.0,Washington,Branch,Fraud
318.92,1167.2500000000005,1.0,Washington,Branch,Fraud
583.3,5896.01,1.0,Nashville,Online,Suspicious
100.68,1123.7500000000005,1.0,Memphis,Online,Suspicious
589.6399999999999,2039.4,1.0,Charlotte,Online,Normal
225.93,1864.27,1.0,Omaha,Branch,Fraud
651.55,2325.78,1.0,Phoenix,Online,Fraud
80.97,5926.31,1.0,Seattle,Online,Fraud
191.89,399.5699999999997,1.0,San Antonio,Branch,Fraud
304.75,1916.3400000000001,1.0,Austin,Branch,Normal
201.53,2732.86,1.0,Tucson,Online,Fraud
8.449999999999989,1115.3000000000002,1.0,Philadelphia,ATM,Fraud
435.98,7334.08,1.0,Mesa,Branch,Suspicious
743.24,1024.19,1.0,Indianapolis,Online,Suspicious
16.269999999999982,10971.32,1.0,Atlanta,ATM,Normal
290.86,14631.88,1.0,Louisville,Online,Suspicious
85.73000000000002,14928.35,1.0,Virginia Beach,ATM,Fraud
555.71,830.3699999999999,1.0,Boston,Branch,Normal
40.03000000000003,6408.8,1.0,Omaha,Branch,Fraud
73.00999999999999,1997.33,1.0,Milwaukee,Online,Suspicious
346.12,13084.27,1.0,San Francisco,Branch,Fraud
1.9300000000000068,5684.09,5.0,Chicago,Branch,Normal
252.93,2760.37,1.0,Portland,ATM,Fraud
238.54,868.9099999999999,4.0,Indianapolis,ATM,Suspicious
1011.22,5838.91,1.0,Tucson,Branch,Fraud
58.69999999999999,8937.35,1.0,New York,Branch,Suspicious
7.560000000000002,8528.72,1.0,Milwaukee,ATM,Suspicious
540.4,425.77000000000044,1.0,Houston,Branch,Suspicious
264.14,8459.26,1.0,Baltimore,ATM,Normal
248.15,2649.23,1.0,Milwaukee,ATM,Suspicious
24.339999999999975,6659.12,1.0,Raleigh,Branch,Fraud
428.61,11937.04,1.0,Fort Worth,ATM,Normal
117.66000000000003,6794.17,1.0,Memphis,Branch,Suspicious
165.8,2064.76,1.0,Nashville,Online,Suspicious
289.18,3139.75,1.0,Baltimore,ATM,Normal
125.39000000000001,202.6899999999996,1.0,Los Angeles,ATM,Suspicious
305.18,4474.2,1.0,Chicago,Online,Normal
506.9,11471.87,1.0,Houston,Branch,Suspicious
504.12,1107.2799999999997,1.0,Baltimore,Branch,Normal
42.09,5526.28,1.0,Denver,Branch,Normal
607.28,9679.68,1.0,Baltimore,ATM,Normal
91.9,1033.9400000000005,1.0,Chicago,Online,Normal
303.43,1833.2399999999998,1.0,Virginia Beach,Branch,Fraud
668.78,983.6800000000003,1.0,Mesa,ATM,Suspicious
270.54,269.77999999999975,1.0,Sacramento,ATM,Fraud
247.93,9801.48,1.0,Indianapolis,Branch,Suspicious
34.670000000000016,888.6000000000004,1.0,Chicago,Online,Normal
326.03,290.2399999999998,1.0,New York,Online,Suspicious
148.26,958.6999999999998,1.0,Omaha,ATM,Fraud
1086.6,1605.67,1.0,San Diego,Online,Fraud
373.99,8590.5,1.0,Sacramento,ATM,Fraud
254.34,5461.08,1.0,El Paso,Online,Normal
819.48,1804.5,1.0,Virginia Beach,ATM,Fraud
14.0,7975.18,1.0,San Antonio,ATM,Fraud
57.16,222.22000000000025,1.0,Columbus,ATM,Normal
282.26,6857.2,1.0,Memphis,Online,Suspicious
46.96000000000001,2028.92,1.0,Las Vegas,Online,Suspicious
473.2,248.52000000000044,1.0,Houston,Online,Suspicious
192.97000000000003,3019.04,1.0,Sacramento,ATM,Fraud
168.99,1523.5699999999997,1.0,Baltimore,ATM,Normal
1.8199999999999932,5571.39,1.0,San Francisco,Online,Fraud
40.89999999999998,1514.3400000000001,1.0,Charlotte,ATM,Normal
78.91,1817.4300000000003,1.0,Sacramento,Online,Fraud
169.97,6269.12,1.0,San Diego,ATM,Fraud
17.79000000000002,2281.9,5.0,Jacksonville,Branch,Suspicious
486.61,2006.69,1.0,Sacramento,ATM,Fraud
148.13,2189.38,1.0,Phoenix,Branch,Fraud
164.52,11036.74,1.0,Dallas,ATM,Normal
720.89,447.0600000000004,1.0,Indianapolis,ATM,Suspicious
268.7,2104.74,1.0,Milwaukee,ATM,Suspicious
637.34,5183.5,1.0,Indianapolis,ATM,Suspicious
216.76,643.6400000000003,1.0,Omaha,Online,Fraud
418.02,11011.86,1.0,Los Angeles,ATM,Suspicious
292.03,951.3299999999999,1.0,Memphis,ATM,Suspicious
251.4,2561.67,1.0,Tucson,ATM,Fraud
184.56,1549.27,1.0,Virginia Beach,Online,Fraud
33.75999999999999,3253.51,1.0,Seattle,Online,Fraud
253.46,1338.9499999999998,1.0,Memphis,ATM,Suspicious
1612.3699999999997,3910.59,1.0,Los Angeles,ATM,Suspicious
138.68,206.19999999999982,1.0,Colorado Springs,Branch,Normal
42.56,4361.44,1.0,Fresno,Online,Normal
680.76,572.9700000000003,1.0,Kansas City,Branch,Suspicious
53.829999999999984,4580.59,1.0,Baltimore,Branch,Normal
11.089999999999975,2990.05,1.0,Charlotte,Branch,Normal
37.81,5208.98,1.0,Colorado Springs,Branch,Normal
449.18,1025.9899999999998,1.0,Denver,Online,Normal
1135.8,13534.3,1.0,San Diego,ATM,Fraud
297.6,1461.17,1.0,Milwaukee,Online,Suspicious
683.75,6333.72,1.0,Las Vegas,Branch,Suspicious
21.399999999999977,8551.6,1.0,Kansas City,Online,Suspicious
315.94,4273.99,1.0,Omaha,ATM,Fraud
331.32,13054.54,5.0,Sacramento,Branch,Fraud
223.76,4102.23,1.0,Boston,Branch,Normal
216.03000000000003,10462.77,1.0,Boston,ATM,Normal
17.420000000000016,6851.31,1.0,Dallas,ATM,Normal
491.91,2421.94,1.0,Milwaukee,Online,Suspicious
350.11,4639.04,1.0,Raleigh,Online,Fraud
218.07,443.6199999999999,1.0,Austin,Branch,Normal
291.09,6312.79,1.0,El Paso,Branch,Normal
422.14,1436.3199999999997,1.0,Albuquerque,Branch,Normal
613.21,3279.12,1.0,Tucson,ATM,Fraud
73.82999999999998,6020.29,1.0,Las Vegas,Online,Suspicious
67.32999999999998,5925.98,1.0,Detroit,Online,Normal
26.920000000000016,1674.94,1.0,Indianapolis,ATM,Suspicious
18.30000000000001,3733.52,1.0,Mesa,Online,Suspicious
317.94,2996.51,1.0,Los Angeles,ATM,Suspicious
179.38,11666.18,1.0,Mesa,Online,Suspicious
918.95,7006.46,1.0,Seattle,Online,Fraud
13.920000000000016,2735.84,1.0,Los Angeles,ATM,Suspicious
365.43,1073.5099999999998,1.0,Portland,ATM,Fraud
263.59,6996.35,1.0,Dallas,Branch,Normal
54.80000000000001,4943.49,1.0,Albuquerque,Branch,Normal
141.49,1665.58,1.0,Baltimore,Online,Normal
31.389999999999986,998.4899999999998,1.0,Tucson,ATM,Fraud
93.82,8422.06,1.0,San Diego,Online,Fraud
5.7099999999999795,1285.42,1.0,Tucson,Branch,Fraud
178.39,8469.43,1.0,Tucson,Online,Fraud
126.91,692.6900000000005,1.0,Kansas City,ATM,Suspicious
36.089999999999975,12319.26,1.0,Columbus,Branch,Normal
91.77000000000001,9240.73,1.0,Omaha,Branch,Fraud
198.92,2854.66,1.0,Milwaukee,Online,Suspicious
137.81,2631.47,1.0,Detroit,Branch,Normal
136.88,7465.95,1.0,Memphis,Branch,Suspicious
133.07000000000002,1670.9899999999998,1.0,Sacramento,Branch,Fraud
1.1399999999999864,13913.92,1.0,Indianapolis,Branch,Suspicious
256.34,7471.63,1.0,Kansas City,Branch,Suspicious
56.109999999999985,11123.65,1.0,Boston,Branch,Normal
118.1,7976.6,1.0,Fort Worth,ATM,Normal
137.85999999999999,8046.94,1.0,Sacramento,Online,Fraud
813.78,14935.5,1.0,Atlanta,ATM,Normal
237.97,13486.15,1.0,Columbus,ATM,Normal
684.96,526.6700000000001,1.0,Mesa,ATM,Suspicious
878.6300000000001,4954.37,1.0,Columbus,ATM,Normal
276.56,8942.58,1.0,Austin,Branch,Normal
8.75,4044.62,1.0,Louisville,ATM,Suspicious
637.48,4148.85,1.0,Colorado Springs,Online,Normal
103.15,11388.15,1.0,San Diego,Branch,Fraud
505.6,5347.57,1.0,Denver,Branch,Normal
371.86,1329.4499999999998,1.0,Miami,ATM,Suspicious
14.259999999999991,2475.65,1.0,Virginia Beach,Branch,Fraud
13.160000000000025,1019.46,1.0,Mesa,Branch,Suspicious
167.92,14321.73,2.0,Memphis,ATM,Suspicious
73.00999999999999,2833.12,1.0,Houston,ATM,Suspicious
201.5,12148.32,1.0,Dallas,Online,Normal
150.30000000000004,14371.08,1.0,Las Vegas,Online,Suspicious
23.69999999999999,7947.44,1.0,San Francisco,ATM,Fraud
49.59,6037.03,1.0,Boston,Branch,Normal
720.13,387.02000000000044,1.0,Omaha,ATM,Fraud
134.92,1081.9700000000003,1.0,Los Angeles,Online,Suspicious
116.97,729.6999999999998,1.0,Oklahoma City,ATM,Suspicious
11.060000000000002,2782.21,3.0,Colorado Springs,ATM,Normal
88.29000000000002,5245.93,1.0,Houston,Online,Suspicious
5.810000000000002,1290.9499999999998,1.0,Houston,ATM,Suspicious
103.48000000000002,6494.25,1.0,Baltimore,ATM,Normal
156.74,4004.35,1.0,Oklahoma City,ATM,Suspicious
505.14,2525.47,1.0,Portland,ATM,Fraud
31.060000000000002,11014.25,1.0,Kansas City,ATM,Suspicious
7.610000000000014,6275.0,1.0,Atlanta,ATM,Normal
276.16,1733.3400000000001,1.0,Portland,ATM,Fraud
145.77,5294.98,1.0,Memphis,ATM,Suspicious
369.44,5018.67,1.0,Detroit,Online,Normal
558.86,9844.32,1.0,Austin,ATM,Normal
429.15,712.1300000000001,1.0,Las Vegas,Branch,Suspicious
36.74000000000001,6217.58,1.0,Tucson,Branch,Fraud
79.13999999999999,2229.56,1.0,Portland,Online,Fraud
132.48,9313.05,1.0,Charlotte,Branch,Normal
136.48,4618.53,4.0,Charlotte,Online,Normal
203.76,6747.16,1.0,Colorado Springs,Branch,Normal
750.95,5134.37,1.0,Chicago,Branch,Normal
0.8400000000000318,2207.54,1.0,Austin,ATM,Normal
257.18,13336.15,1.0,Los Angeles,Online,Suspicious
767.66,1801.69,1.0,San Jose,ATM,Fraud
182.29,522.3900000000003,1.0,San Diego,Online,Fraud
184.51,9381.64,1.0,Portland,Online,Fraud
451.31,2963.29,5.0,Fort Worth,ATM,Normal
144.1,11523.64,1.0,Chicago,Branch,Normal
72.49999999999997,12723.62,1.0,Fort Worth,ATM,Normal
74.11000000000001,3920.11,4.0,Virginia Beach,Online,Fraud
22.149999999999977,7451.83,1.0,Denver,Branch,Normal
777.92,7061.58,1.0,Austin,Branch,Normal
790.07,985.7700000000004,1.0,Miami,Online,Suspicious
406.33,4298.34,1.0,Miami,Branch,Suspicious
767.41,12799.34,1.0,Fort Worth,ATM,Normal
4.579999999999984,811.2399999999998,1.0,Atlanta,Online,Normal
447.83,13273.08,1.0,Atlanta,Branch,Normal
49.670000000000016,842.9400000000005,1.0,Atlanta,Online,Normal
77.82999999999998,2471.53,1.0,Kansas City,Branch,Suspicious
702.87,1237.5,1.0,Washington,ATM,Fraud
133.56,783.8299999999999,1.0,Atlanta,Online,Normal
868.05,3931.03,1.0,San Diego,Online,Fraud
52.870000000000005,960.96,1.0,Indianapolis,Branch,Suspicious
179.0,7310.88,1.0,Houston,ATM,Suspicious
